what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455034290
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455034642
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455041549
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455043307
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455044143
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455050889
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455072270
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455073567
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455085070
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445455088770
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1445455092139
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455094578
started,bundle,org.eclipse.pde.core,3.6.0.v20100601,"org.eclipse.pde.core",1445455097625
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1445455097652
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.rename.element",1445455101118
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455101149
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455105979
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455111453
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455112751
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455190471
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1445455193118
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1445455193148
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1445455194673
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455197778
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455198822
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455199285
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455201087
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455203096
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455209316
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455218371
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455245599
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1445455249073
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455251655
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455275623
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1445455278528
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455282588
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455282594
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455293021
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455298256
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455299311
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445455651985
