what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452332977
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452335403
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452338627
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452383862
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445452383965
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445452384064
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1445452385092
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1445452385294
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445452386699
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452396565
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452397053
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452400575
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452401749
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452415766
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452486732
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452488141
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452491690
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452494291
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445452495291
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452495326
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452496580
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452498414
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452499438
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452500521
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1445452504234
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.0.v201004262257,"org.eclipse.jst.ws.jaxws.ui",1445452504287
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1445452504319
started,bundle,org.eclipse.pde.api.tools,1.0.201.v20100602-0930,"org.eclipse.pde.api.tools",1445452504404
started,bundle,org.eclipse.pde.api.tools.ui,1.0.200.v20100601-1815,"org.eclipse.pde.api.tools.ui",1445452504406
started,bundle,org.eclipse.jst.ws.annotations.core,1.0.0.v201004262257,"org.eclipse.jst.ws.annotations.core",1445452504492
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452504860
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452507949
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1445452509317
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445452511287
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452512053
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452523402
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452524021
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452540078
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452541468
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452550841
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1445452553940
started,bundle,org.eclipse.mylyn.resources.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.resources.ui",1445452553964
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1445452554115
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1445452554156
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1445452555023
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452557069
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452558138
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452560724
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452563908
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445452565539
